A,B,A*B in C,D,E,D+E in C,,Expected,Difference
0,-560,0,-5265,0,-5265,,,
0,-140,0,-5265,0,-5265,,,
0,-386,0,-5265,0,-5265,,,
0,-2219,0,-5265,0,-5265,,,
0,-1276,0,-5265,0,-5265,,,
0,1327,0,-5265,0,-5265,,,
0,1319,0,-5265,0,-5265,,,
0,-467,0,-5265,0,-5265,,,
0,-2127,0,-5265,0,-5265,,,
0,253,0,-5265,0,-5265,,,
0,-1840,0,-5265,0,-5265,,,
21845,-1526,-509,-5265,-509,-5774,,-509,0
58854,-1664,-1495,-5774,-1495,-7269,,-1494,1
26985,114,46,-7269,46,-7223,,47,1
514,-2210,-18,-7223,-18,-7241,,-17,1
0,-562,0,-7241,0,-7241,,,
0,54,0,-7241,0,-7241,,,
0,-1479,0,-7241,0,-7241,,,
0,1020,0,-7241,0,-7241,,,
0,-260,0,-7241,0,-7241,,,
0,1146,0,-7241,0,-7241,,,
0,-1311,0,-7241,0,-7241,,,
0,2247,0,-7241,0,-7241,,,
0,-1156,0,-7241,0,-7241,,,
0,531,0,-7241,0,-7241,,,
0,-2003,0,-7241,0,-7241,,,
0,-833,0,-7241,0,-7241,,,
0,-474,0,-7241,0,-7241,,,
0,1221,0,-7241,0,-7241,,,
0,-693,0,-7241,0,-7241,,,
0,879,0,-7241,0,-7241,,,
0,1888,0,-7241,0,-7241,,,
0,981,0,-7241,0,-7241,,,
0,-1097,0,-7241,0,-7241,,,
0,-21,0,-7241,0,-7241,,,
0,-238,0,-7241,0,-7241,,,
0,-108,0,-7241,0,-7241,,,
0,-1500,0,-7241,0,-7241,,,
0,-1789,0,-7241,0,-7241,,,
0,-1905,0,-7241,0,-7241,,,
0,-2181,0,-7241,0,-7241,,,
0,-2290,0,-7241,0,-7241,,,
0,-1996,0,-7241,0,-7241,,,
0,1659,0,-7241,0,-7241,,,
0,-1234,0,-7241,0,-7241,,,
0,1679,0,-7241,0,-7241,,,
0,-1267,0,-7241,0,-7241,,,
0,-2132,0,-7241,0,-7241,,,
0,-1511,0,-7241,0,-7241,,,
0,-475,0,-7241,0,-7241,,,
0,2261,0,-7241,0,-7241,,,
0,-832,0,-7241,0,-7241,,,
0,1184,0,-7241,0,-7241,,,
0,-176,0,-7241,0,-7241,,,
0,-1240,0,-7241,0,-7241,,,
0,-1865,0,-7241,0,-7241,,,
0,1134,0,-7241,0,-7241,,,
0,856,0,-7241,0,-7241,,,
0,41,0,-7241,0,-7241,,,
0,1960,0,-7241,0,-7241,,,
0,-1050,0,-7241,0,-7241,,,
0,255,0,-7241,0,-7241,,,
0,1651,0,-7241,0,-7241,,,
0,-1960,0,-7241,0,-7241,,,
0,25,0,-7241,0,-7241,,,
0,-194,0,-7241,0,-7241,,,
0,-1842,0,-7241,0,-7241,,,
0,1477,0,-7241,0,-7241,,,
0,-1235,0,-7241,0,-7241,,,
0,-14,0,-7241,0,-7241,,,
0,-2355,0,-7241,0,-7241,,,
0,97,0,-7241,0,-7241,,,
0,-460,0,-7241,0,-7241,,,
0,-2336,0,-7241,0,-7241,,,
0,2048,0,-7241,0,-7241,,,
0,-2177,0,-7241,0,-7241,,,
0,-314,0,-7241,0,-7241,,,
0,2292,0,-7241,0,-7241,,,
0,-895,0,-7241,0,-7241,,,
0,1558,0,-7241,0,-7241,,,
0,-1845,0,-7241,0,-7241,,,
0,51,0,-7241,0,-7241,,,
0,-226,0,-7241,0,-7241,,,
0,-850,0,-7241,0,-7241,,,
0,-1626,0,-7241,0,-7241,,,
0,757,0,-7241,0,-7241,,,
0,-2290,0,-7241,0,-7241,,,
0,69,0,-7241,0,-7241,,,
0,837,0,-7241,0,-7241,,,
0,-138,0,-7241,0,-7241,,,
0,1958,0,-7241,0,-7241,,,
0,1599,0,-7241,0,-7241,,,
0,925,0,-7241,0,-7241,,,
0,834,0,-7241,0,-7241,,,
0,198,0,-7241,0,-7241,,,
0,855,0,-7241,0,-7241,,,
0,-119,0,-7241,0,-7241,,,
0,1241,0,-7241,0,-7241,,,
0,-1001,0,-7241,0,-7241,,,
0,668,0,-7241,0,-7241,,,
0,2018,0,-7241,0,-7241,,,
0,-679,0,-7241,0,-7241,,,
0,2145,0,-7241,0,-7241,,,
0,-1188,0,-7241,0,-7241,,,
0,487,0,-7241,0,-7241,,,
0,1276,0,-7241,0,-7241,,,
0,1686,0,-7241,0,-7241,,,
0,-1692,0,-7241,0,-7241,,,
0,0,0,-7241,-851,-8092,,,
30032,1819,833,0,833,833,,834,1
0,3941,0,833,0,833,,,
50105,-380,-291,833,-291,542,,-291,0
49650,99,75,542,75,617,,75,0
0,1470,0,617,0,617,,,
0,-1998,0,617,0,617,,,
26166,-2655,-1061,617,-1061,-444,,-1060,1
15317,-1519,-356,-444,-356,-800,,-355,1
0,-3598,0,-800,0,-800,,,
64494,205,201,-800,201,-599,,202,1
11841,2275,411,-599,411,-188,,411,0
0,-868,0,-188,0,-188,,,
0,1708,0,-188,0,-188,,,
22526,3761,1292,-188,1292,1104,,1293,1
38919,-3488,-2072,1104,-2072,-968,,-2071,1
0,2706,0,-968,0,-968,,,
0,2921,0,-968,0,-968,,,
0,-814,0,-968,0,-968,,,
0,-457,0,-968,0,-968,,,
1500,2155,49,-968,49,-919,,49,0
21376,-1792,-585,-919,-585,-1504,,-585,0
8999,-874,-121,-1504,-121,-1625,,-120,1
32511,179,88,-1625,88,-1537,,89,1
27503,-2957,-1241,-1537,-1241,-2778,,-1241,0
0,2594,0,-2778,0,-2778,,,
0,-1579,0,-2778,0,-2778,,,
9851,-1536,-231,-2778,-231,-3009,,-231,0
0,3434,0,-3009,0,-3009,,,
13920,-2697,-573,-3009,-573,-3582,,-573,0
49456,1492,1125,-3582,1125,-2457,,1126,1
14633,-1580,-353,-2457,-353,-2810,,-353,0
0,2612,0,-2810,0,-2810,,,
0,932,0,-2810,0,-2810,,,
95947,234,342,-2810,342,-2468,,343,1
0,-1810,0,-2468,0,-2468,,,
0,2472,0,-2468,0,-2468,,,
29976,2207,1009,-2468,1009,-1459,,1009,0
0,-89,0,-1459,0,-1459,,,
20231,-239,-74,-1459,-74,-1533,,-74,0
27970,-1236,-528,-1533,-528,-2061,,-528,0
5109,1285,100,-2061,100,-1961,,100,0
0,1302,0,-1961,0,-1961,,,
0,-4,0,-1961,0,-1961,,,
0,4831,0,-1961,0,-1961,,,
0,2049,0,-1961,0,-1961,,,
0,758,0,-1961,0,-1961,,,
1018,3191,49,-1961,49,-1912,,50,1
0,-589,0,-1912,0,-1912,,,
14553,-2003,-445,-1912,-445,-2357,,-445,0
1241,-3018,-58,-2357,-58,-2415,,-57,1
17233,-1826,-481,-2415,-481,-2896,,-480,1
3722,-568,-33,-2896,-33,-2929,,-32,1
0,1658,0,-2929,0,-2929,,,
0,-1666,0,-2929,0,-2929,,,
0,-2840,0,-2929,0,-2929,,,
0,-158,0,-2929,0,-2929,,,
0,3235,0,-2929,0,-2929,,,
0,-3037,0,-2929,0,-2929,,,
0,1351,0,-2929,0,-2929,,,
43117,-4414,-2905,-2929,-2905,-5834,,-2904,1
0,943,0,-5834,0,-5834,,,
0,-1661,0,-5834,0,-5834,,,
0,4122,0,-5834,0,-5834,,,
0,1326,0,-5834,0,-5834,,,
0,3199,0,-5834,0,-5834,,,
0,-1041,0,-5834,0,-5834,,,
0,1202,0,-5834,0,-5834,,,
0,-917,0,-5834,0,-5834,,,
0,-2222,0,-5834,0,-5834,,,
36210,2112,1166,-5834,1166,-4668,,1167,1
0,1597,0,-4668,0,-4668,,,
39684,-1602,-971,-4668,-971,-5639,,-970,1
0,1342,0,-5639,0,-5639,,,
0,1511,0,-5639,0,-5639,,,
0,1991,0,-5639,0,-5639,,,
0,4378,0,-5639,0,-5639,,,
0,-1450,0,-5639,0,-5639,,,
0,3577,0,-5639,0,-5639,,,
0,-59,0,-5639,0,-5639,,,
0,3046,0,-5639,0,-5639,,,
29698,281,127,-5639,127,-5512,,127,0
35530,-3341,-1812,-5512,-1812,-7324,,-1811,1
45502,785,545,-7324,545,-6779,,545,0
0,2192,0,-6779,0,-6779,,,
0,-2219,0,-6779,0,-6779,,,
0,-2313,0,-6779,0,-6779,,,
12307,-2003,-377,-6779,-377,-7156,,-376,1
0,-3077,0,-7156,0,-7156,,,
0,775,0,-7156,0,-7156,,,
0,246,0,-7156,0,-7156,,,
0,361,0,-7156,0,-7156,,,
0,-423,0,-7156,0,-7156,,,
0,1562,0,-7156,0,-7156,,,
0,-3053,0,-7156,0,-7156,,,
0,1893,0,-7156,0,-7156,,,
0,664,0,-7156,0,-7156,,,
0,-1653,0,-7156,0,-7156,,,
0,521,0,-7156,0,-7156,,,
18024,-504,-139,-7156,-139,-7295,,-139,0
2182,-2461,-82,-7295,-82,-7377,,-82,0
0,-3824,0,-7377,0,-7377,,,
18894,-2472,-713,-7377,-713,-8090,,-713,0
0,-1450,0,-8090,0,-8090,,,
38657,-1861,-1098,-8090,-1098,-9188,,-1098,0
4579,885,61,-9188,61,-9127,,62,1
26986,-3380,-1392,-9127,-1392,-10519,,-1392,0
16177,-2696,-666,-10519,-666,-11185,,-665,1
5566,2959,251,-11185,251,-10934,,251,0
0,1401,0,-10934,0,-10934,,,
25326,-1479,-572,-10934,-572,-11506,,-572,0
14261,1066,231,-11506,231,-11275,,232,1
0,-2506,0,-11275,0,-11275,,,
49598,-355,-269,-11275,-269,-11544,,-269,0
0,1255,0,-11544,0,-11544,,,
57394,1522,1332,-11544,1332,-10212,,1333,1
0,1263,0,-10212,0,-10212,,,
0,859,0,-10212,0,-10212,,,
0,-809,0,-10212,0,-10212,,,
0,-190,0,-10212,0,-10212,,,
0,1832,0,-10212,0,-10212,,,
0,2145,0,-10212,0,-10212,,,
0,1060,0,-10212,0,-10212,,,
0,4561,0,-10212,0,-10212,,,
0,-1671,0,-10212,0,-10212,,,
14480,-269,-60,-10212,-60,-10272,,-59,1
41143,-235,-148,-10272,-148,-10420,,-148,0
0,1680,0,-10420,0,-10420,,,
1647,-2584,-65,-10420,-65,-10485,,-65,0
0,2070,0,-10485,0,-10485,,,
0,-1405,0,-10485,0,-10485,,,
44239,-3608,-2436,-10485,-2436,-12921,,-2436,0
10078,-1074,-166,-12921,-166,-13087,,-165,1
19200,2408,705,-13087,705,-12382,,705,0
0,-2506,0,-12382,0,-12382,,,
0,3887,0,-12382,0,-12382,,,
0,2916,0,-12382,0,-12382,,,
41255,540,339,-12382,339,-12043,,340,1
0,-1797,0,-12043,0,-12043,,,
44479,962,652,-12043,652,-11391,,653,1
0,87,0,-11391,0,-11391,,,
13709,-1580,-331,-11391,-331,-11722,,-331,0
0,-832,0,-11722,0,-11722,,,
20304,3551,1100,-11722,1100,-10622,,1100,0
32761,1772,885,-10622,885,-9737,,886,1
0,-1293,0,-9737,0,-9737,,,
5068,2211,170,-9737,170,-9567,,171,1
0,-741,0,-9567,0,-9567,,,
0,2528,0,-9567,0,-9567,,,
42386,2405,1555,-9567,1555,-8012,,1555,0
44857,2353,1610,-8012,1610,-6402,,1611,1
7612,-3253,-378,-6402,-378,-6780,,-378,0
61291,1804,1687,-6780,1687,-5093,,1687,0
0,3164,0,-5093,0,-5093,,,
43217,2391,1576,-5093,1576,-3517,,1577,1
37706,1889,1086,-3517,1086,-2431,,1087,1
39962,-1390,-848,-2431,-848,-3279,,-848,0
0,2450,0,-3279,0,-3279,,,
37742,-1520,-876,-3279,-876,-4155,,-875,1
0,1893,0,-4155,0,-4155,,,
17617,4651,1250,-4155,1250,-2905,,1250,0
0,2308,0,-2905,0,-2905,,,
0,2320,0,-2905,0,-2905,,,
28816,844,371,-2905,371,-2534,,371,0
0,1500,0,-2534,0,-2534,,,
0,-3550,0,-2534,0,-2534,,,
0,-2194,0,-2534,0,-2534,,,
0,-133,0,-2534,0,-2534,,,
55956,2504,2137,-2534,2137,-397,,2138,1
0,-2902,0,-397,0,-397,,,
0,3224,0,-397,0,-397,,,
0,835,0,-397,0,-397,,,
0,1735,0,-397,0,-397,,,
0,3687,0,-397,0,-397,,,
0,1875,0,-397,0,-397,,,
0,-1033,0,-397,0,-397,,,
0,1513,0,-397,0,-397,,,
29067,687,304,-397,304,-93,,305,1
22111,1269,428,-93,428,335,,428,0
0,460,0,335,0,335,,,
0,1996,0,335,0,335,,,
0,845,0,335,0,335,,,
0,1594,0,335,0,335,,,
0,339,0,335,0,335,,,
0,1895,0,335,0,335,,,
0,-774,0,335,0,335,,,
0,-24,0,335,0,335,,,
0,658,0,335,0,335,,,
4298,-1926,-127,335,-127,208,,-126,1
7055,-820,-89,208,-89,119,,-88,1
0,515,0,119,0,119,,,
2419,-3046,-113,119,-113,6,,-112,1
0,3267,0,6,0,6,,,
40621,-113,-71,6,-71,-65,,-70,1
0,875,0,-65,0,-65,,,
14435,3143,692,-65,692,627,,692,0
0,-759,0,627,0,627,,,
3012,-3462,-160,627,-160,467,,-159,1
0,-771,0,467,0,467,,,
14488,-1326,-294,467,-294,173,,-293,1
0,1832,0,173,0,173,,,
0,-261,0,173,0,173,,,
0,1363,0,173,0,173,,,
4988,2396,182,173,182,355,,182,0
0,4049,0,355,0,355,,,
0,-1234,0,355,0,355,,,
47853,1034,755,355,755,1110,,755,0
0,-1766,0,1110,0,1110,,,
0,2520,0,1110,0,1110,,,
0,1269,0,1110,0,1110,,,
0,3262,0,1110,0,1110,,,
0,3269,0,1110,0,1110,,,
18498,1809,510,1110,510,1620,,511,1
0,4561,0,1620,0,1620,,,
12832,1579,309,1620,309,1929,,309,0
6605,880,88,1929,88,2017,,89,1
20084,-1047,-321,2017,-321,1696,,-321,0
7650,-3187,-373,1696,-373,1323,,-372,1
0,2384,0,1323,0,1323,,,
0,2856,0,1323,0,1323,,,
1681,3231,82,1323,82,1405,,83,1
24164,-2203,-813,1405,-813,592,,-812,1
10290,2373,372,592,372,964,,373,1
0,1947,0,964,0,964,,,
38073,-355,-207,964,-207,757,,-206,1
58707,1088,974,757,974,1731,,975,1
26586,1974,800,1731,800,2531,,801,1
27608,2162,910,2531,910,3441,,911,1
6047,883,81,3441,81,3522,,81,0
0,-2292,0,3522,0,3522,,,
704,204,2,3522,2,3524,,2,0
15605,2134,508,3524,508,4032,,508,0
58918,1887,1696,4032,1696,5728,,1696,0
45527,1330,923,5728,923,6651,,924,1
0,1538,0,6651,0,6651,,,
45470,879,609,6651,609,7260,,610,1
77675,1387,1643,7260,1643,8903,,1644,1
38407,-449,-264,8903,-264,8639,,-263,1
37441,-718,-411,8639,-411,8228,,-410,1
0,2449,0,8228,0,8228,,,
0,546,0,8228,0,8228,,,
7508,-2696,-309,8228,-309,7919,,-309,0
0,1851,0,7919,0,7919,,,
0,2679,0,7919,0,7919,,,
49543,-4378,-3310,7919,-3310,4609,,-3310,0
0,-1441,0,4609,0,4609,,,
0,1813,0,4609,0,4609,,,
0,-2789,0,4609,0,4609,,,
21120,-1694,-546,4609,-546,4063,,-546,0
0,1560,0,4063,0,4063,,,
4278,53,3,4063,3,4066,,3,0
0,4064,0,4066,0,4066,,,
0,2142,0,4066,0,4066,,,
5072,1293,100,4066,100,4166,,100,0
32224,-1221,-601,4166,-601,3565,,-600,1
0,3274,0,3565,0,3565,,,
4596,-102,-8,3565,-8,3557,,-7,1
6916,-1798,-190,3557,-190,3367,,-190,0
53149,-615,-499,3367,-499,2868,,-499,0
1490,747,16,2868,16,2884,,17,1
864,2335,30,2884,30,2914,,31,1
35542,580,314,2914,314,3228,,315,1
0,1287,0,3228,0,3228,,,
934,-2155,-31,3228,-31,3197,,-31,0
0,1017,0,3197,0,3197,,,
0,683,0,3197,0,3197,,,
11740,899,161,3197,161,3358,,161,0
7515,1130,129,3358,129,3487,,130,1
0,2639,0,3487,0,3487,,,
9952,698,105,3487,105,3592,,106,1
0,214,0,3592,0,3592,,,
7352,-180,-21,3592,-21,3571,,-20,1
8959,-448,-62,3571,-62,3509,,-61,1
0,497,0,3509,0,3509,,,
0,1559,0,3509,0,3509,,,
0,2796,0,3509,0,3509,,,
1271,-3490,-68,3509,-68,3441,,-68,0
49589,4040,3056,3441,3056,6497,,3057,1
7694,3590,421,6497,421,6918,,421,0
0,-494,0,6918,0,6918,,,
0,1255,0,6918,0,6918,,,
52730,-2533,-2039,6918,-2039,4879,,-2038,1
0,454,0,4879,0,4879,,,
7460,-1855,-212,4879,-212,4667,,-211,1
16364,409,102,4667,102,4769,,102,0
0,1292,0,4769,0,4769,,,
0,-2650,0,4769,0,4769,,,
0,-253,0,4769,0,4769,,,
0,-291,0,4769,0,4769,,,
0,1100,0,4769,0,4769,,,
0,3592,0,4769,0,4769,,,
0,1631,0,4769,0,4769,,,
41816,2771,1768,4769,1768,6537,,1768,0
0,-1045,0,6537,0,6537,,,
0,-2049,0,6537,0,6537,,,
0,-672,0,6537,0,6537,,,
0,-523,0,6537,0,6537,,,
17055,-2383,-621,6537,-621,5916,,-620,1
0,3776,0,5916,0,5916,,,
24424,381,141,5916,141,6057,,142,1
0,350,0,6057,0,6057,,,
15986,4558,1111,6057,1111,7168,,1112,1
4984,230,17,7168,17,7185,,17,0
0,-83,0,7185,0,7185,,,
29475,-1782,-802,7185,-802,6383,,-801,1
7493,-961,-110,6383,-110,6273,,-110,0
0,-3250,0,6273,0,6273,,,
0,-570,0,6273,0,6273,,,
0,135,0,6273,0,6273,,,
10602,-3675,-595,6273,-595,5678,,-595,0
46401,-1145,-811,5678,-811,4867,,-811,0
0,1827,0,4867,0,4867,,,
0,1377,0,4867,0,4867,,,
0,2003,0,4867,0,4867,,,
0,1016,0,4867,0,4867,,,
0,3949,0,4867,0,4867,,,
2160,1415,46,4867,46,4913,,47,1
39456,3727,2243,4913,2243,7156,,2244,1
0,3004,0,7156,0,7156,,,
34004,2198,1140,7156,1140,8296,,1140,0
11994,388,71,8296,71,8367,,71,0
0,-1177,0,8367,0,8367,,,
14417,2672,587,8367,587,8954,,588,1
0,-1451,0,8954,0,8954,,,
0,627,0,8954,0,8954,,,
0,-620,0,8954,0,8954,,,
0,-1995,0,8954,0,8954,,,
0,-52,0,8954,0,8954,,,
0,-1705,0,8954,0,8954,,,
0,-2122,0,8954,0,8954,,,
40369,-1661,-1024,8954,-1024,7930,,-1023,1
0,363,0,7930,0,7930,,,
0,2247,0,7930,0,7930,,,
0,-2438,0,7930,0,7930,,,
13149,-1632,-328,7930,-328,7602,,-327,1
0,-363,0,7602,0,7602,,,
40471,1254,774,7602,774,8376,,774,0
1437,8,0,8376,0,8376,,0,0
0,3575,0,8376,0,8376,,,
0,-2233,0,8376,0,8376,,,
7682,-291,-35,8376,-35,8341,,-34,1
4759,-2191,-160,8341,-160,8181,,-159,1
0,1167,0,8181,0,8181,,,
0,-2693,0,8181,0,8181,,,
0,-173,0,8181,0,8181,,,
0,242,0,8181,0,8181,,,
0,83,0,8181,0,8181,,,
21528,756,248,8181,248,8429,,248,0
0,1970,0,8429,0,8429,,,
0,3404,0,8429,0,8429,,,
0,-1903,0,8429,0,8429,,,
0,-2383,0,8429,0,8429,,,
0,731,0,8429,0,8429,,,
40880,-586,-366,8429,-366,8063,,-366,0
0,-1121,0,8063,0,8063,,,
20042,-2734,-837,8063,-837,7226,,-836,1
0,-860,0,7226,0,7226,,,
30599,-2225,-1039,7226,-1039,6187,,-1039,0
0,1975,0,6187,0,6187,,,
0,2250,0,6187,0,6187,,,
17756,1824,494,6187,494,6681,,494,0
0,-2499,0,6681,0,6681,,,
0,-779,0,6681,0,6681,,,
34818,-5080,-2699,6681,-2699,3982,,-2699,0
22707,5405,1872,3982,1872,5854,,1873,1
11470,-1330,-233,5854,-233,5621,,-233,0
42578,-1328,-863,5621,-863,4758,,-863,0
0,2417,0,4758,0,4758,,,
0,1626,0,4758,0,4758,,,
0,-1453,0,4758,0,4758,,,
0,2883,0,4758,0,4758,,,
0,3688,0,4758,0,4758,,,
21201,2386,771,4758,771,5529,,772,1
0,5530,0,5529,0,5529,,,
0,-1946,0,5529,0,5529,,,
0,657,0,5529,0,5529,,,
0,429,0,5529,0,5529,,,
0,1833,0,5529,0,5529,,,
10801,393,64,5529,64,5593,,65,1
0,-2839,0,5593,0,5593,,,
8267,1618,204,5593,204,5797,,204,0
186,430,1,5797,1,5798,,1,0
18362,946,265,5798,265,6063,,265,0
1429,-3218,-71,6063,-71,5992,,-70,1
0,-1114,0,5992,0,5992,,,
0,676,0,5992,0,5992,,,
22495,86,29,5992,29,6021,,30,1
0,-138,0,6021,0,6021,,,
0,-428,0,6021,0,6021,,,
53214,1213,984,6021,984,7005,,985,1
0,470,0,7005,0,7005,,,
0,2118,0,7005,0,7005,,,
73015,2356,2624,7005,2624,9629,,2625,1
0,1194,0,9629,0,9629,,,
5455,924,76,9629,76,9705,,77,1
403,2506,15,9705,15,9720,,15,0
0,3259,0,9720,0,9720,,,
1918,-1370,-41,9720,-41,9679,,-40,1
1409,-1409,-31,9679,-31,9648,,-30,1
0,-2708,0,9648,0,9648,,,
0,2192,0,9648,0,9648,,,
0,-357,0,9648,0,9648,,,
33162,-1024,-519,9648,-519,9129,,-518,1
0,2727,0,9129,0,9129,,,
0,-2909,0,9129,0,9129,,,
0,3027,0,9129,0,9129,,,
48742,922,685,9129,685,9814,,686,1
32712,-1694,-846,9814,-846,8968,,-846,0
0,4889,0,8968,0,8968,,,
27468,261,109,8968,109,9077,,109,0
45969,-2554,-1792,9077,-1792,7285,,-1791,1
54227,261,215,7285,215,7500,,216,1
45007,1894,1300,7500,1300,8800,,1301,1
40531,-2733,-1691,8800,-1691,7109,,-1690,1
3270,1807,90,7109,90,7199,,90,0
28925,-556,-246,7199,-246,6953,,-245,1
0,116,0,6953,0,6953,,,
0,2730,0,6953,0,6953,,,
0,2822,0,6953,0,6953,,,
0,-2571,0,6953,0,6953,,,
0,-42,0,6953,0,6953,,,
62092,2886,2734,6953,2734,9687,,2734,0
0,1748,0,9687,0,9687,,,
44509,873,592,9687,592,10279,,593,1
0,2037,0,10279,0,10279,,,
0,-2578,0,10279,0,10279,,,
0,-1596,0,10279,0,10279,,,
0,1327,0,10279,0,10279,,,
62602,-1223,-1169,10279,-1169,9110,,-1168,1
0,2402,0,9110,0,9110,,,
0,-27,0,9110,0,9110,,,
43323,-1951,-1290,9110,-1290,7820,,-1290,0
0,-1097,0,7820,0,7820,,,
0,436,0,7820,0,7820,,,
0,-1597,0,7820,0,7820,,,
0,-225,0,7820,0,7820,,,
0,2432,0,7820,0,7820,,,
0,1007,0,7820,0,7820,,,
0,-897,0,7820,0,7820,,,
24450,986,367,7820,367,8187,,368,1
0,-90,0,8187,0,8187,,,
8084,2410,297,8187,297,8484,,297,0
4113,-257,-17,8484,-17,8467,,-16,1
0,2122,0,8467,0,8467,,,
37409,-5365,-3063,8467,-3063,5404,,-3062,1
0,94,0,5404,0,5404,,,
17260,-1317,-347,5404,-347,5057,,-347,0
26567,1926,780,5057,780,5837,,781,1
32382,1905,941,5837,941,6778,,941,0
0,-2659,0,6778,0,6778,,,
34908,-2897,-1544,6778,-1544,5234,,-1543,1
0,-568,0,5234,0,5234,,,
0,2352,0,5234,0,5234,,,
0,1470,0,5234,0,5234,,,
14245,2011,437,5234,437,5671,,437,0
0,1699,0,5671,0,5671,,,
0,-2206,0,5671,0,5671,,,
9160,-1987,-278,5671,-278,5393,,-278,0
31004,2557,1209,5393,1209,6602,,1210,1
0,-1042,0,6602,0,6602,,,
20005,2275,694,6602,694,7296,,694,0
35983,-2548,-1399,7296,-1399,5897,,-1399,0
1513,-2255,-53,5897,-53,5844,,-52,1
0,232,0,5844,0,5844,,,
17109,1795,468,5844,468,6312,,469,1
33078,980,494,6312,494,6806,,495,1
0,-939,0,6806,0,6806,,,
0,3013,0,6806,0,6806,,,
1221,-3962,-74,6806,-74,6732,,-74,0
0,-2286,0,6732,0,6732,,,
49265,-894,-673,6732,-673,6059,,-672,1
30843,-2522,-1187,6059,-1187,4872,,-1187,0
0,-268,0,4872,0,4872,,,
41528,-2556,-1620,4872,-1620,3252,,-1620,0
64568,793,781,3252,781,4033,,781,0
75044,169,193,4033,193,4226,,194,1
5105,-528,-42,4226,-42,4184,,-41,1
0,142,0,4184,0,4184,,,
0,1052,0,4184,0,4184,,,
0,1815,0,4184,0,4184,,,
579,-493,-5,4184,-5,4179,,-4,1
0,-1848,0,4179,0,4179,,,
0,1158,0,4179,0,4179,,,
0,1163,0,4179,0,4179,,,
0,-3831,0,4179,0,4179,,,
0,-1359,0,4179,0,4179,,,
16879,778,200,4179,200,4379,,200,0
0,873,0,4379,0,4379,,,
0,466,0,4379,0,4379,,,
0,1030,0,4379,0,4379,,,
0,-2599,0,4379,0,4379,,,
0,-1892,0,4379,0,4379,,,
0,-3473,0,4379,0,4379,,,
0,-1640,0,4379,0,4379,,,
0,-2380,0,4379,0,4379,,,
37940,2574,1490,4379,1490,5869,,1490,0
0,1734,0,5869,0,5869,,,
0,-436,0,5869,0,5869,,,
54472,-1473,-1225,5869,-1225,4644,,-1224,1
0,864,0,4644,0,4644,,,
0,1967,0,4644,0,4644,,,
0,-2448,0,4644,0,4644,,,
3132,1890,90,4644,90,4734,,90,0
0,3296,0,4734,0,4734,,,
0,337,0,4734,0,4734,,,
0,954,0,4734,0,4734,,,
8752,1133,151,4734,151,4885,,151,0
8630,-1242,-164,4885,-164,4721,,-164,0
26026,667,264,4721,264,4985,,265,1
0,-571,0,4985,0,4985,,,
58137,1872,1660,4985,1660,6645,,1661,1
3479,753,39,6645,39,6684,,40,1
43020,217,142,6684,142,6826,,142,0
0,0,0,6826,4559,11385,,,
0,-1028,0,0,0,0,,,
64650,-4472,-4412,0,-4412,-4412,,-4412,0
14444,-4857,-1071,-4412,-1071,-5483,,-1070,1
45935,-3101,-2174,-5483,-2174,-7657,,-2174,0
0,2738,0,-7657,0,-7657,,,
11385,9733,1690,-7657,1690,-5967,,1691,1
0,-7033,0,-5967,0,-5967,,,
0,1612,0,-5967,0,-5967,,,
48638,-6084,-4516,-5967,-4516,-10483,,-4515,1
2413,-2901,-107,-10483,-107,-10590,,-107,0
47177,2943,2118,-10590,2118,-8472,,2119,1
11580,-2622,-464,-8472,-464,-8936,,-463,1
0,-3203,0,-8936,0,-8936,,,
0,11760,0,-8936,0,-8936,,,
43390,-15440,-10223,-8936,-10223,-19159,,-10222,1
0,5489,0,-19159,0,-19159,,,
39987,-6981,-4260,-19159,-4260,-23419,,-4259,1
3911,-647,-39,-23419,-39,-23458,,-39,0
0,-5383,0,-23458,0,-23458,,,
0,243,0,-23458,0,-23458,,,
0,-2048,0,-23458,0,-23458,,,
0,-1411,0,-23458,0,-23458,,,
8537,10088,1314,-23458,1314,-22144,,1314,0
0,6248,0,-22144,0,-22144,,,
6963,-2885,-307,-22144,-307,-22451,,-307,0
0,702,0,-22451,0,-22451,,,
0,-3113,0,-22451,0,-22451,,,
22812,-11908,-4145,-22451,-4145,-26596,,-4145,0
16698,-2710,-691,-26596,-691,-27287,,-690,1
0,96,0,-27287,0,-27287,,,
36562,-2368,-1322,-27287,-1322,-28609,,-1321,1
8945,3960,540,-28609,540,-28069,,540,0
6450,1200,118,-28069,118,-27951,,118,0
28727,1748,766,-27951,766,-27185,,766,0
29324,-16727,-7485,-27185,-7485,-34670,,-7484,1
22639,8487,2931,-34670,2931,-31739,,2932,1
33399,9132,4653,-31739,4653,-27086,,4654,1
7449,3260,370,-27086,370,-26716,,371,1
6303,-14372,-1383,-26716,-1383,-28099,,-1382,1
2265,9749,336,-28099,336,-27763,,337,1
7269,1268,140,-27763,140,-27623,,141,1
22309,-7726,-2630,-27623,-2630,-30253,,-2630,0
12817,-2615,-512,-30253,-512,-30765,,-511,1
31867,9386,4563,-30765,4563,-26202,,4564,1
0,-998,0,-26202,0,-26202,,,
27255,6036,2510,-26202,2510,-23692,,2510,0
